optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_restart_budget,param_pop_increase_factor
maes,budget_reset,bbob_f018_i05_d02,2,-94.1519971653565,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f018_i71_d02,2,484.4533597400518,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f018_i72_d02,2,21.02767092839941,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f018_i73_d02,2,42.34559691626695,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f018_i74_d02,2,6.394663331818386,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f018_i75_d02,2,375.95653005218173,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f018_i76_d02,2,202.10195035597593,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f018_i77_d02,2,-323.5052254213906,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f018_i78_d02,2,356.2453886684177,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f018_i79_d02,2,739.5063022915301,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f018_i80_d02,2,237.91968744097937,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f019_i01_d02,2,-75.29494951161593,30001,1,0.625,10000,2
maes,budget_reset,bbob_f019_i02_d02,2,78.38012288358986,30001,1,0.609375,10000,2
maes,budget_reset,bbob_f019_i03_d02,2,215.8261015346473,30001,1,0.625,10000,2
maes,budget_reset,bbob_f019_i04_d02,2,-58.39958828583356,30001,1,0.625,10000,2
maes,budget_reset,bbob_f019_i05_d02,2,-613.0639206530972,30001,1,0.609375,10000,2
maes,budget_reset,bbob_f019_i71_d02,2,228.66748683029294,30001,1,0.609375,10000,2
maes,budget_reset,bbob_f019_i72_d02,2,-68.92622501606363,30001,1,0.625,10000,2
maes,budget_reset,bbob_f019_i73_d02,2,-25.119616495956805,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f019_i74_d02,2,-29.818087152825655,30001,1,0.609375,10000,2
maes,budget_reset,bbob_f019_i75_d02,2,-997.5624617871106,30001,1,0.609375,10000,2
maes,budget_reset,bbob_f019_i76_d02,2,-923.8444376813227,30001,1,0.625,10000,2
maes,budget_reset,bbob_f019_i77_d02,2,-10.107133406755112,30001,1,0.609375,10000,2
maes,budget_reset,bbob_f019_i78_d02,2,-978.3467638026823,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f019_i79_d02,2,30.93244371282173,30001,1,0.625,10000,2
maes,budget_reset,bbob_f019_i80_d02,2,35.371817806587096,30001,1,0.59375,10000,2
maes,budget_reset,bbob_f020_i01_d02,2,-65.36324518667419,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f020_i02_d02,2,1003.4251707875443,30001,1,0.625,10000,2
maes,budget_reset,bbob_f020_i03_d02,2,211.5161025831557,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f020_i04_d02,2,-142.91880896354803,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f020_i05_d02,2,138.24656859774197,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f020_i71_d02,2,10234.129559580177,30001,1,0.640625,10000,2
