optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_evaluation_window,param_improvement_threshold,param_pop_increase_factor
maes,threshold_reset,bbob_f014_i04_d02,2,45.03891919927304,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f014_i05_d02,2,-41.88167334981717,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i71_d02,2,43.96797268525444,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i72_d02,2,-31.67035908219664,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i73_d02,2,422.56115918035437,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f014_i74_d02,2,7.882114701765092,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i75_d02,2,-127.62977218037823,30001,1,0.65625,10,1e-06,2
maes,threshold_reset,bbob_f014_i76_d02,2,inf,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f014_i77_d02,2,180.47125724821709,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i78_d02,2,161.12598601652272,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i79_d02,2,28.45402438296227,30001,1,0.65625,10,1e-06,2
maes,threshold_reset,bbob_f014_i80_d02,2,-77.50037235078437,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f015_i01_d02,2,1071.025839798845,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f015_i02_d02,2,inf,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f015_i03_d02,2,-23.75582665535277,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f015_i04_d02,2,181.23312508862531,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f015_i05_d02,2,-96.91412510075459,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f015_i71_d02,2,-350.03788070578463,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f015_i72_d02,2,inf,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f015_i73_d02,2,43.234304907695716,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f015_i74_d02,2,-931.8188327196974,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f015_i75_d02,2,-87.07856889416398,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f015_i76_d02,2,-193.22723675636792,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f015_i77_d02,2,21.41330642871221,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f015_i78_d02,2,182.45907158113607,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f015_i79_d02,2,-346.9923547722362,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f015_i80_d02,2,inf,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f016_i01_d02,2,140.60820807482958,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f016_i02_d02,2,-343.41946472294813,30001,1,0.734375,10,1e-06,2
maes,threshold_reset,bbob_f016_i03_d02,2,101.06266001135656,30001,1,0.75,10,1e-06,2
maes,threshold_reset,bbob_f016_i04_d02,2,-507.4036780505417,30001,1,0.734375,10,1e-06,2
maes,threshold_reset,bbob_f016_i05_d02,2,-56.47846711408409,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f016_i71_d02,2,66.50737728401215,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f016_i72_d02,2,-118.83371958257321,30001,1,0.734375,10,1e-06,2
maes,threshold_reset,bbob_f016_i73_d02,2,753.6259500400798,30001,1,0.703125,10,1e-06,2
